filial_venda;ano_mes;venda_mensal;venda_anterior;crescimento_percentual;crescimento_percentual_br;rank_crescimento
572;2023-03;162141.92;148753.17;9.0;9,00;3
572;2023-04;172138.78;162141.92;6.17;6,17;4
572;2022-10;158656.5;151337.83;4.84;4,84;5
573;2023-03;20916.39;12471.08;67.72;67,72;1
573;2022-11;28024.57;18763.87;49.35;49,35;2
573;2023-05;23998.57;22178.46;8.21;8,21;3
573;2023-04;22178.46;20916.39;6.03;6,03;4
573;2022-09;19241.35;18279.23;5.26;5,26;5
574;2022-11;71109.79;33651.84;111.31;111,31;1
574;2023-03;33959.83;22566.23;50.49;50,49;2
574;2023-04;44637.34;33959.83;31.44;31,44;3
574;2022-10;33651.84;29951.14;12.36;12,36;4
574;2023-01;37849.09;36504.53;3.68;3,68;5
575;2022-11;70290.08;26683.32;163.42;163,42;1
575;2023-04;36326.01;25248.02;43.88;43,88;2
575;2022-09;30379.5;27215.81;11.62;11,62;3
575;2023-05;39927.02;36326.01;9.91;9,91;4
575;2023-02;36203.71;34999.81;3.44;3,44;5
576;2022-11;143648.65;78103.48;83.92;83,92;1
576;2022-10;78103.48;55201.19;41.49;41,49;2
576;2023-03;76104.56;56526.36;34.64;34,64;3
576;2023-05;87040.35;80315.53;8.37;8,37;4
576;2023-04;80315.53;76104.56;5.53;5,53;5
577;2022-11;54279.85;25796.12;110.42;110,42;1
577;2023-05;35514.94;21260.53;67.05;67,05;2
577;2022-08;34913.67;24924.57;40.08;40,08;3
577;2022-10;25796.12;21577.2;19.55;19,55;4
577;2023-03;22946.28;20877.24;9.91;9,91;5
578;2022-11;182722.98;108879.13;67.82;67,82;1
578;2023-05;138512.56;104627.82;32.39;32,39;2
578;2022-10;108879.13;88366.75;23.21;23,21;3
578;2023-04;104627.82;87503.4;19.57;19,57;4
578;2023-03;87503.4;76446.51;14.46;14,46;5
579;2022-11;65905.08;32029.96;105.76;105,76;1
579;2023-05;63646.12;38944.08;63.43;63,43;2
579;2023-03;50804.6;37963.8;33.82;33,82;3
579;2022-10;32029.96;24885.82;28.71;28,71;4
579;2023-01;48555.93;42099.75;15.34;15,34;5
580;2022-11;130745.0;76426.07;71.07;71,07;1
580;2023-05;110480.57;95608.55;15.56;15,56;2
580;2023-03;93735.12;88428.62;6.0;6,00;3
580;2023-04;95608.55;93735.12;2.0;2,00;4
580;2022-09;82356.31;81884.9;0.58;0,58;5
581;2022-11;132410.69;64115.03;106.52;106,52;1
581;2023-03;81665.32;57264.81;42.61;42,61;2
581;2023-05;93910.21;68599.53;36.9;36,90;3
581;2022-10;64115.03;50287.8;27.5;27,50;4
581;2022-08;70105.03;70780.26;-0.95;-0,95;5
582;2022-11;184109.61;104728.01;75.8;75,80;1
582;2023-05;117890.93;94152.45;25.21;25,21;2
582;2022-08;128956.14;114235.34;12.89;12,89;3
582;2023-03;98818.14;91924.5;7.5;7,50;4
582;2022-10;104728.01;98342.1;6.49;6,49;5
583;2022-11;48107.92;25568.17;88.16;88,16;1
583;2023-03;27248.85;18697.48;45.74;45,74;2
583;2022-09;20654.99;14981.7;37.87;37,87;3
583;2022-10;25568.17;20654.99;23.79;23,79;4
583;2023-01;24948.41;21608.57;15.46;15,46;5
584;2022-10;52748.66;30796.81;71.28;71,28;1
584;2023-03;39457.73;28784.09;37.08;37,08;2
584;2023-05;43105.2;34482.42;25.01;25,01;3
584;2023-01;50497.7;40948.56;23.32;23,32;4
584;2022-08;58751.05;50788.67;15.68;15,68;5
585;2022-11;79335.55;27593.83;187.51;187,51;1
585;2023-03;43085.82;23711.52;81.71;81,71;2
585;2023-05;52487.14;46592.69;12.65;12,65;3
585;2023-04;46592.69;43085.82;8.14;8,14;4
585;2022-09;35721.0;34113.3;4.71;4,71;5
586;2022-11;109628.09;60295.26;81.82;81,82;1
586;2023-03;79116.61;57736.34;37.03;37,03;2
586;2023-05;94353.09;84638.37;11.48;11,48;3
586;2022-08;84710.62;77122.52;9.84;9,84;4
586;2023-04;84638.37;79116.61;6.98;6,98;5
587;2023-01;11608.91;363.49;3093.74;3.093,74;1
587;2023-02;37930.91;11608.91;226.74;226,74;2
587;2022-11;53072.17;33173.42;59.98;59,98;3
587;2022-10;33173.42;24993.46;32.73;32,73;4
587;2023-04;43371.63;35934.73;20.7;20,70;5
588;2022-11;96843.24;61389.13;57.75;57,75;1
588;2023-03;66487.7;47925.71;38.73;38,73;2
588;2023-05;79189.44;62889.15;25.92;25,92;3
588;2022-10;61389.13;60298.97;1.81;1,81;4
588;2023-01;62799.76;63959.53;-1.81;-1,81;5
589;2022-10;84544.41;62115.16;36.11;36,11;1
589;2023-05;80451.03;61637.57;30.52;30,52;2
589;2022-11;104381.71;84544.41;23.46;23,46;3
589;2023-03;61861.31;54423.3;13.67;13,67;4
589;2023-01;88271.46;79156.07;11.52;11,52;5
590;2022-10;87183.29;46979.16;85.58;85,58;1
590;2022-11;146185.31;87183.29;67.68;67,68;2
590;2023-05;98516.06;74046.34;33.05;33,05;3
590;2023-04;74046.34;69386.65;6.72;6,72;4
590;2023-01;79314.02;78913.4;0.51;0,51;5
591;2022-11;73771.79;52172.87;41.4;41,40;1
591;2023-05;60453.57;43869.4;37.8;37,80;2
591;2023-03;55068.17;40197.54;36.99;36,99;3
591;2022-10;52172.87;39068.48;33.54;33,54;4
591;2023-06;56260.9;60453.57;-6.94;-6,94;5
592;2022-11;152993.16;104521.2;46.38;46,38;1
592;2022-08;112616.28;86826.56;29.7;29,70;2
592;2023-05;89806.8;75463.42;19.01;19,01;3
592;2023-06;100701.56;89806.8;12.13;12,13;4
592;2022-10;104521.2;95625.98;9.3;9,30;5
593;2022-11;88054.49;56331.1;56.32;56,32;1
593;2022-10;56331.1;45391.28;24.1;24,10;2
593;2023-04;70783.42;59740.35;18.49;18,49;3
593;2023-01;74256.67;62994.33;17.88;17,88;4
593;2023-05;77665.41;70783.42;9.72;9,72;5
594;2022-11;144397.05;83953.13;72.0;72,00;1
594;2023-05;114842.75;74094.36;55.0;55,00;2
594;2023-03;80033.0;60652.85;31.95;31,95;3
594;2022-09;90402.16;76269.79;18.53;18,53;4
594;2023-02;60652.85;63851.74;-5.01;-5,01;5
595;2023-05;84024.23;52141.66;61.15;61,15;1
595;2023-01;77338.92;57113.44;35.41;35,41;2
595;2022-11;101017.74;79067.5;27.76;27,76;3
595;2022-10;79067.5;62636.86;26.23;26,23;4
595;2023-06;96973.36;84024.23;15.41;15,41;5
596;2022-11;43549.5;22790.45;91.09;91,09;1
596;2023-01;28635.57;20848.09;37.35;37,35;2
596;2023-05;24759.73;18278.56;35.46;35,46;3
596;2023-03;21826.68;17015.61;28.27;28,27;4
596;2023-06;26175.2;24759.73;5.72;5,72;5
598;2023-03;51882.4;32878.88;57.8;57,80;1
598;2022-11;66449.81;53591.9;23.99;23,99;2
598;2023-04;59016.89;51882.4;13.75;13,75;3
598;2023-05;61057.72;59016.89;3.46;3,46;4
598;2022-10;53591.9;53239.75;0.66;0,66;5
600;2022-11;139144.46;61346.38;126.82;126,82;1
600;2023-02;73789.44;54734.89;34.81;34,81;2
600;2023-05;81505.21;69963.97;16.5;16,50;3
600;2022-10;61346.38;57110.83;7.42;7,42;4
600;2023-04;69963.97;67203.27;4.11;4,11;5
601;2022-11;103198.75;60929.19;69.37;69,37;1
601;2023-06;69068.63;52647.35;31.19;31,19;2
601;2022-10;60929.19;53006.0;14.95;14,95;3
601;2023-01;69084.65;63904.95;8.11;8,11;4
601;2022-09;53006.0;50505.92;4.95;4,95;5
602;2023-03;38755.09;22098.42;75.37;75,37;1
602;2022-11;34957.74;23069.92;51.53;51,53;2
602;2022-08;25652.18;21536.84;19.11;19,11;3
602;2023-01;22509.39;20121.93;11.86;11,86;4
602;2023-06;37182.94;33911.07;9.65;9,65;5
603;2022-11;120809.6;73968.58;63.33;63,33;1
603;2023-05;81699.1;59137.67;38.15;38,15;2
603;2023-03;71020.98;57370.69;23.79;23,79;3
603;2022-10;73968.58;64041.57;15.5;15,50;4
603;2022-09;64041.57;64000.57;0.06;0,06;5
604;2022-11;350101.57;248346.22;40.97;40,97;1
604;2023-03;195002.85;148153.13;31.62;31,62;2
604;2022-09;238489.69;201939.5;18.1;18,10;3
604;2023-05;195161.84;182177.71;7.13;7,13;4
604;2022-10;248346.22;238489.69;4.13;4,13;5
606;2022-11;53037.38;39133.84;35.53;35,53;1
606;2023-04;40133.52;31741.45;26.44;26,44;2
606;2022-10;39133.84;32104.77;21.89;21,89;3
606;2023-06;47844.64;43380.95;10.29;10,29;4
606;2023-05;43380.95;40133.52;8.09;8,09;5
609;2023-03;51167.07;25961.5;97.09;97,09;1
609;2022-11;54324.05;29607.7;83.48;83,48;2
609;2022-10;29607.7;21584.22;37.17;37,17;3
609;2023-05;34182.73;29936.37;14.18;14,18;4
609;2022-08;37719.74;33817.23;11.54;11,54;5
611;2023-05;36366.36;25053.9;45.15;45,15;1
611;2022-11;36258.27;25789.7;40.59;40,59;2
611;2022-09;23543.69;16930.58;39.06;39,06;3
611;2023-03;28194.86;22553.22;25.01;25,01;4
611;2022-10;25789.7;23543.69;9.54;9,54;5
612;2022-11;26481.1;10652.45;148.59;148,59;1
612;2023-01;21583.91;9490.35;127.43;127,43;2
612;2023-04;29380.08;22949.63;28.02;28,02;3
612;2023-03;22949.63;18097.09;26.81;26,81;4
612;2023-06;28470.8;27606.51;3.13;3,13;5
613;2022-10;89023.29;64976.48;37.01;37,01;1
613;2022-11;101365.76;89023.29;13.86;13,86;2
613;2023-04;69033.61;64256.6;7.43;7,43;3
613;2022-09;64976.48;61172.5;6.22;6,22;4
613;2023-05;69358.27;69033.61;0.47;0,47;5
614;2022-10;56315.66;38237.03;47.28;47,28;1
614;2023-03;41386.71;34436.77;20.18;20,18;2
614;2023-05;42726.7;38023.21;12.37;12,37;3
614;2023-06;47924.7;42726.7;12.17;12,17;4
614;2022-08;47323.65;42975.69;10.12;10,12;5
615;2023-03;18946.76;13428.86;41.09;41,09;1
615;2023-05;31674.41;24360.65;30.02;30,02;2
615;2023-04;24360.65;18946.76;28.57;28,57;3
615;2022-09;23118.85;20926.62;10.48;10,48;4
615;2023-01;26780.55;24279.73;10.3;10,30;5
616;2022-11;32552.52;18482.14;76.13;76,13;1
616;2022-10;18482.14;10891.24;69.7;69,70;2
616;2023-05;22360.71;16381.61;36.5;36,50;3
616;2023-03;23479.17;17902.55;31.15;31,15;4
616;2023-02;17902.55;20056.09;-10.74;-10,74;5
618;2022-10;58005.99;43717.03;32.69;32,69;1
618;2023-01;60777.64;48419.48;25.52;25,52;2
618;2022-09;43717.03;36173.55;20.85;20,85;3
618;2023-03;56553.54;47373.77;19.38;19,38;4
618;2023-06;47687.67;41222.87;15.68;15,68;5
619;2022-11;38323.32;19464.21;96.89;96,89;1
619;2022-12;49072.17;38323.32;28.05;28,05;2
619;2023-03;46506.82;37856.33;22.85;22,85;3
619;2023-06;42575.12;39899.01;6.71;6,71;4
619;2023-01;50739.5;49072.17;3.4;3,40;5
622;2022-11;139730.34;103768.11;34.66;34,66;1
622;2023-05;115781.59;89033.04;30.04;30,04;2
622;2022-10;103768.11;83820.2;23.8;23,80;3
622;2023-01;129725.21;112646.87;15.16;15,16;4
622;2023-03;85367.96;77330.56;10.39;10,39;5
623;2023-03;29899.04;21457.16;39.34;39,34;1
623;2023-04;41407.98;29899.04;38.49;38,49;2
623;2022-09;34538.62;27163.61;27.15;27,15;3
623;2022-11;40286.29;35563.39;13.28;13,28;4
623;2022-08;27163.61;26218.44;3.6;3,60;5
624;2022-11;126922.61;94803.75;33.88;33,88;1
624;2023-03;89199.69;73379.63;21.56;21,56;2
624;2022-10;94803.75;87662.38;8.15;8,15;3
624;2022-09;87662.38;85295.42;2.78;2,78;4
624;2023-01;101391.13;100685.22;0.7;0,70;5
626;2022-11;27868.14;14065.38;98.13;98,13;1
626;2023-06;27094.78;17735.11;52.77;52,77;2
626;2023-02;21469.7;20969.34;2.39;2,39;3
626;2023-05;17735.11;18082.11;-1.92;-1,92;4
626;2023-04;18082.11;18534.63;-2.44;-2,44;5
628;2022-11;61149.37;37980.25;61.0;61,00;1
628;2022-10;37980.25;24576.58;54.54;54,54;2
628;2023-04;39139.04;34632.25;13.01;13,01;3
628;2022-09;24576.58;23435.55;4.87;4,87;4
628;2023-01;46527.33;47652.47;-2.36;-2,36;5
629;2023-05;50177.99;23275.19;115.59;115,59;1
629;2022-11;62761.96;38757.97;61.93;61,93;2
629;2023-03;52708.96;33670.04;56.55;56,55;3
629;2022-09;34271.58;28555.18;20.02;20,02;4
629;2023-01;39849.71;33371.91;19.41;19,41;5
632;2023-03;53438.89;36662.02;45.76;45,76;1
632;2022-11;57758.86;41199.64;40.19;40,19;2
632;2023-06;54191.26;42713.32;26.87;26,87;3
632;2023-01;53779.37;50317.2;6.88;6,88;4
632;2022-08;48194.58;48943.11;-1.53;-1,53;5
635;2023-05;72650.53;41561.98;74.8;74,80;1
635;2022-10;51266.46;39327.74;30.36;30,36;2
635;2022-11;64443.68;51266.46;25.7;25,70;3
635;2023-01;72120.19;57451.16;25.53;25,53;4
635;2023-03;44828.73;46440.48;-3.47;-3,47;5
636;2023-03;32637.42;15471.68;110.95;110,95;1
636;2022-11;33915.37;25282.51;34.15;34,15;2
636;2022-10;25282.51;19731.54;28.13;28,13;3
636;2023-05;31891.28;26132.0;22.04;22,04;4
636;2022-09;19731.54;18265.79;8.02;8,02;5
637;2023-05;36658.23;21098.36;73.75;73,75;1
637;2022-11;44913.71;32288.4;39.1;39,10;2
637;2022-10;32288.4;26229.85;23.1;23,10;3
637;2023-03;31602.17;28684.19;10.17;10,17;4
637;2022-08;36717.7;34643.78;5.99;5,99;5
640;2022-11;83984.97;59203.99;41.86;41,86;1
640;2023-04;92583.42;76075.17;21.7;21,70;2
640;2023-03;76075.17;64421.21;18.09;18,09;3
640;2022-12;86339.45;83984.97;2.8;2,80;4
640;2022-08;68246.0;71008.59;-3.89;-3,89;5
641;2022-09;40516.61;27596.13;46.82;46,82;1
641;2022-12;51058.73;35676.2;43.12;43,12;2
641;2023-03;32073.15;24570.44;30.54;30,54;3
641;2023-05;34880.95;28668.03;21.67;21,67;4
641;2022-11;35676.2;36768.82;-2.97;-2,97;5
642;2023-02;9959.25;2282.87;336.26;336,26;1
642;2022-11;8657.34;4915.03;76.14;76,14;2
642;2023-03;13531.86;9959.25;35.87;35,87;3
642;2023-05;14714.08;11439.63;28.62;28,62;4
642;2022-10;4915.03;4054.45;21.23;21,23;5
643;2022-11;27124.23;18256.42;48.57;48,57;1
643;2022-10;18256.42;13571.76;34.52;34,52;2
643;2023-05;25545.56;19146.15;33.42;33,42;3
643;2023-03;27584.73;21065.28;30.95;30,95;4
643;2022-12;31045.43;27124.23;14.46;14,46;5
644;2023-05;97909.45;61082.73;60.29;60,29;1
644;2023-02;86801.06;72028.32;20.51;20,51;2
644;2022-11;75860.88;63353.23;19.74;19,74;3
644;2023-01;72028.32;60602.23;18.85;18,85;4
644;2022-10;63353.23;55880.26;13.37;13,37;5
645;2023-05;39818.83;25400.4;56.76;56,76;1
645;2023-03;32496.25;21878.32;48.53;48,53;2
645;2022-12;31227.41;22667.06;37.77;37,77;3
645;2022-11;22667.06;22569.2;0.43;0,43;4
645;2022-09;23731.11;23829.52;-0.41;-0,41;5
646;2022-12;34999.07;26450.63;32.32;32,32;1
646;2022-11;26450.63;22053.69;19.94;19,94;2
646;2023-05;22093.02;20081.11;10.02;10,02;3
646;2023-02;23100.4;21219.48;8.86;8,86;4
646;2023-03;23730.78;23100.4;2.73;2,73;5
648;2022-10;37987.68;21339.61;78.01;78,01;1
648;2023-03;49577.69;29003.92;70.93;70,93;2
648;2023-06;51809.59;36603.17;41.54;41,54;3
648;2022-11;49684.99;37987.68;30.79;30,79;4
648;2022-12;49605.6;49684.99;-0.16;-0,16;5
649;2023-03;99806.45;65423.19;52.56;52,56;1
649;2022-10;101238.09;82837.69;22.21;22,21;2
649;2023-04;111709.96;99806.45;11.93;11,93;3
649;2023-01;123880.42;111327.14;11.28;11,28;4
649;2022-11;112049.35;101238.09;10.68;10,68;5
650;2023-03;80760.34;42295.65;90.94;90,94;1
650;2023-05;78106.51;54045.63;44.52;44,52;2
650;2022-09;92956.65;71784.66;29.49;29,49;3
650;2022-12;104183.03;91355.55;14.04;14,04;4
650;2023-06;79649.84;78106.51;1.98;1,98;5
652;2022-11;40030.68;19578.42;104.46;104,46;1
652;2023-04;34704.78;24640.85;40.84;40,84;2
652;2023-02;31538.61;23390.37;34.84;34,84;3
652;2023-05;42436.58;34704.78;22.28;22,28;4
652;2023-06;50724.07;42436.58;19.53;19,53;5
653;2022-10;46389.37;34878.13;33.0;33,00;1
653;2022-11;59822.23;46389.37;28.96;28,96;2
653;2022-08;40988.07;33818.29;21.2;21,20;3
653;2023-06;38046.52;34526.42;10.2;10,20;4
653;2023-05;34526.42;31608.46;9.23;9,23;5
655;2022-11;25128.43;18274.68;37.5;37,50;1
655;2022-08;30362.56;22216.89;36.66;36,66;2
655;2022-12;30142.11;25128.43;19.95;19,95;3
655;2023-01;33770.6;30142.11;12.04;12,04;4
655;2023-06;30094.38;27241.15;10.47;10,47;5
656;2023-03;99216.54;70625.42;40.48;40,48;1
656;2022-11;131578.07;94160.73;39.74;39,74;2
656;2023-01;102826.65;81984.06;25.42;25,42;3
656;2023-06;110677.96;96979.81;14.12;14,12;4
656;2022-10;94160.73;83343.68;12.98;12,98;5
657;2022-10;51049.86;36564.14;39.62;39,62;1
657;2022-11;65425.88;51049.86;28.16;28,16;2
657;2023-02;44416.41;35112.09;26.5;26,50;3
657;2023-06;56430.16;44895.17;25.69;25,69;4
657;2023-04;47529.05;42805.9;11.03;11,03;5
658;2022-11;52534.76;26280.86;99.9;99,90;1
658;2023-05;36317.76;24814.81;46.36;46,36;2
658;2022-09;32358.4;22512.2;43.74;43,74;3
658;2023-04;24814.81;23975.84;3.5;3,50;4
658;2023-01;36059.06;37697.23;-4.35;-4,35;5
659;2023-05;32075.09;22339.71;43.58;43,58;1
659;2022-11;39557.54;27884.95;41.86;41,86;2
659;2022-10;27884.95;20270.51;37.56;37,56;3
659;2023-03;29529.62;24208.91;21.98;21,98;4
659;2023-01;33790.51;34204.9;-1.21;-1,21;5
660;2023-05;109949.39;79010.03;39.16;39,16;1
660;2022-10;104693.88;77557.25;34.99;34,99;2
660;2022-11;135080.34;104693.88;29.02;29,02;3
660;2023-03;88927.04;69865.82;27.28;27,28;4
660;2023-01;104231.61;90163.81;15.6;15,60;5
661;2023-03;53712.61;31040.27;73.04;73,04;1
661;2023-05;53738.36;35558.59;51.13;51,13;2
661;2022-10;64082.07;46075.84;39.08;39,08;3
661;2022-11;83015.29;64082.07;29.55;29,55;4
661;2022-08;52338.74;55211.31;-5.2;-5,20;5
663;2022-10;27055.11;16855.11;60.52;60,52;1
663;2023-03;16805.74;10714.22;56.85;56,85;2
663;2023-05;21727.35;17207.82;26.26;26,26;3
663;2023-01;28921.53;24544.43;17.83;17,83;4
663;2022-11;29616.86;27055.11;9.47;9,47;5
664;2023-03;223469.56;168979.81;32.25;32,25;1
664;2022-11;279273.11;229773.71;21.54;21,54;2
664;2023-05;256453.51;228396.51;12.28;12,28;3
664;2022-10;229773.71;212691.01;8.03;8,03;4
664;2023-01;230141.28;223784.24;2.84;2,84;5
666;2023-06;35639.25;26485.39;34.56;34,56;1
666;2022-09;39912.5;30436.72;31.13;31,13;2
666;2023-05;26485.39;23661.75;11.93;11,93;3
666;2023-03;29303.17;27642.88;6.01;6,01;4
666;2022-12;33935.79;33159.63;2.34;2,34;5
667;2022-11;72884.85;37904.43;92.29;92,29;1
667;2023-05;49535.48;34521.66;43.49;43,49;2
667;2023-03;55069.25;40232.93;36.88;36,88;3
667;2022-10;37904.43;29556.56;28.24;28,24;4
667;2022-09;29556.56;30249.08;-2.29;-2,29;5
671;2022-11;54085.44;29675.46;82.26;82,26;1
671;2023-03;30769.82;20652.67;48.99;48,99;2
671;2023-05;35454.99;31251.22;13.45;13,45;3
671;2022-10;29675.46;27594.75;7.54;7,54;4
671;2023-04;31251.22;30769.82;1.56;1,56;5
672;2022-08;87169.72;62564.3;39.33;39,33;1
672;2022-10;73271.58;60723.9;20.66;20,66;2
672;2022-11;87693.26;73271.58;19.68;19,68;3
672;2023-05;92278.42;82212.38;12.24;12,24;4
672;2023-06;100659.62;92278.42;9.08;9,08;5
673;2022-11;46405.56;29263.86;58.58;58,58;1
673;2023-03;37872.29;28760.4;31.68;31,68;2
673;2023-05;46060.99;37474.7;22.91;22,91;3
673;2022-08;43490.54;43142.38;0.81;0,81;4
673;2022-10;29263.86;29436.25;-0.59;-0,59;5
674;2022-11;46361.1;30145.92;53.79;53,79;1
674;2022-10;30145.92;24321.48;23.95;23,95;2
674;2023-03;39299.86;34406.85;14.22;14,22;3
674;2023-01;37189.04;34563.01;7.6;7,60;4
674;2023-05;36948.81;36885.08;0.17;0,17;5
675;2022-12;16452.25;7193.76;128.7;128,70;1
675;2022-09;14847.01;10694.15;38.83;38,83;2
675;2023-01;15424.71;16452.25;-6.25;-6,25;3
675;2023-05;9005.76;9728.71;-7.43;-7,43;4
675;2023-06;8164.37;9005.76;-9.34;-9,34;5
676;2022-09;41471.25;29706.49;39.6;39,60;1
676;2023-01;37162.74;27274.55;36.25;36,25;2
676;2023-05;33794.38;27219.94;24.15;24,15;3
676;2023-04;27219.94;26943.3;1.03;1,03;4
676;2023-06;33998.74;33794.38;0.6;0,60;5
677;2023-04;16419.27;9094.69;80.54;80,54;1
677;2023-01;23969.21;14486.07;65.46;65,46;2
677;2023-05;26938.97;16419.27;64.07;64,07;3
677;2022-08;19664.16;14447.56;36.11;36,11;4
677;2022-10;21480.81;16913.41;27.0;27,00;5
678;2023-05;40158.53;32118.76;25.03;25,03;1
678;2022-10;53150.44;42696.15;24.49;24,49;2
678;2022-11;58892.94;53150.44;10.8;10,80;3
678;2023-06;42179.24;40158.53;5.03;5,03;4
678;2023-01;50644.62;50982.78;-0.66;-0,66;5
679;2022-12;15557.95;11555.79;34.63;34,63;1
679;2023-04;19861.59;16126.39;23.16;23,16;2
679;2022-11;11555.79;10049.78;14.99;14,99;3
679;2022-09;15707.98;14555.95;7.91;7,91;4
679;2023-03;16126.39;15447.69;4.39;4,39;5
680;2023-03;70611.26;41413.36;70.5;70,50;1
680;2022-10;66946.86;47709.99;40.32;40,32;2
680;2023-05;65482.17;55490.49;18.01;18,01;3
680;2022-11;76122.25;66946.86;13.71;13,71;4
680;2022-08;62031.16;56679.34;9.44;9,44;5
681;2022-11;52742.74;38806.94;35.91;35,91;1
681;2023-04;37370.84;29913.12;24.93;24,93;2
681;2022-09;37500.55;33275.37;12.7;12,70;3
681;2022-10;38806.94;37500.55;3.48;3,48;4
681;2023-01;40488.58;40162.77;0.81;0,81;5
682;2023-03;28262.2;14067.2;100.91;100,91;1
682;2022-11;31968.05;25458.25;25.57;25,57;2
682;2023-05;27165.37;25018.95;8.58;8,58;3
682;2022-09;32195.13;31673.44;1.65;1,65;4
682;2022-12;30487.93;31968.05;-4.63;-4,63;5
683;2022-11;52588.87;34640.18;51.81;51,81;1
683;2023-03;44241.64;34208.74;29.33;29,33;2
683;2023-01;43961.01;36553.79;20.26;20,26;3
683;2023-06;44634.97;37705.88;18.38;18,38;4
683;2022-10;34640.18;30322.22;14.24;14,24;5
684;2022-11;25987.75;20787.68;25.02;25,02;1
684;2022-12;31535.57;25987.75;21.35;21,35;2
684;2023-06;32751.02;28442.0;15.15;15,15;3
684;2023-03;27373.03;24319.5;12.56;12,56;4
684;2022-10;20787.68;18518.66;12.25;12,25;5
685;2022-11;77973.42;48531.73;60.66;60,66;1
685;2023-03;39864.12;26721.65;49.18;49,18;2
685;2022-10;48531.73;40296.53;20.44;20,44;3
685;2023-06;38995.89;36629.39;6.46;6,46;4
685;2023-05;36629.39;35489.19;3.21;3,21;5
686;2023-03;41200.76;26591.12;54.94;54,94;1
686;2022-11;71590.64;51819.45;38.15;38,15;2
686;2023-05;47672.18;37278.0;27.88;27,88;3
686;2022-08;56074.85;50188.46;11.73;11,73;4
686;2023-06;49298.17;47672.18;3.41;3,41;5
687;2022-09;15077.97;5763.66;161.6;161,60;1
687;2023-03;21771.39;14760.86;47.49;47,49;2
687;2022-11;18016.22;12796.52;40.79;40,79;3
687;2022-12;23052.73;18016.22;27.96;27,96;4
687;2023-05;14149.15;14450.3;-2.08;-2,08;5
688;2022-11;29341.71;17791.08;64.92;64,92;1
688;2022-09;27422.16;22566.9;21.51;21,51;2
688;2023-06;27344.57;22735.89;20.27;20,27;3
688;2023-05;22735.89;20729.36;9.68;9,68;4
688;2023-04;20729.36;19244.54;7.72;7,72;5
689;2022-08;21627.77;13131.19;64.71;64,71;1
689;2022-10;22677.99;15411.53;47.15;47,15;2
689;2022-11;30340.55;22677.99;33.79;33,79;3
689;2022-12;37975.21;30340.55;25.16;25,16;4
689;2023-02;30011.75;26279.96;14.2;14,20;5
690;2023-03;85787.81;53716.39;59.71;59,71;1
690;2022-10;69251.61;44584.17;55.33;55,33;2
690;2023-05;76507.14;69700.77;9.77;9,77;3
690;2023-06;79237.4;76507.14;3.57;3,57;4
690;2023-01;63548.03;62980.4;0.9;0,90;5
691;2022-11;84250.83;44597.89;88.91;88,91;1
691;2022-10;44597.89;27543.63;61.92;61,92;2
691;2023-05;62000.36;51904.8;19.45;19,45;3
691;2023-01;61698.34;53962.41;14.34;14,34;4
691;2023-03;52433.06;48931.32;7.16;7,16;5
692;2023-04;30626.46;18273.68;67.6;67,60;1
692;2022-11;38238.24;32849.41;16.4;16,40;2
692;2022-08;37808.74;34356.98;10.05;10,05;3
692;2023-03;18273.68;16836.13;8.54;8,54;4
692;2023-01;28225.74;26331.51;7.19;7,19;5
693;2022-11;21153.69;9230.32;129.18;129,18;1
693;2023-05;18607.94;10650.31;74.72;74,72;2
693;2022-09;15319.01;12497.88;22.57;22,57;3
693;2023-03;12639.28;11099.01;13.88;13,88;4
693;2023-01;15893.76;17148.76;-7.32;-7,32;5
694;2023-03;40753.0;31402.21;29.78;29,78;1
694;2022-10;50425.79;42503.95;18.64;18,64;2
694;2022-11;59322.28;50425.79;17.64;17,64;3
694;2023-01;38163.55;33398.02;14.27;14,27;4
694;2023-05;44137.06;38973.87;13.25;13,25;5
695;2023-06;44645.73;32013.3;39.46;39,46;1
695;2023-04;30415.27;24299.51;25.17;25,17;2
695;2022-11;30134.47;25599.46;17.72;17,72;3
695;2023-03;24299.51;23011.66;5.6;5,60;4
695;2023-05;32013.3;30415.27;5.25;5,25;5
696;2022-11;104718.68;69167.06;51.4;51,40;1
696;2023-03;75271.22;57372.47;31.2;31,20;2
696;2023-05;86344.45;78746.03;9.65;9,65;3
696;2022-10;69167.06;63453.83;9.0;9,00;4
696;2023-04;78746.03;75271.22;4.62;4,62;5
697;2023-03;39903.46;23045.82;73.15;73,15;1
697;2023-05;50440.12;38099.82;32.39;32,39;2
697;2023-01;29895.65;27117.23;10.25;10,25;3
697;2022-11;29767.87;27432.91;8.51;8,51;4
697;2022-10;27432.91;26690.28;2.78;2,78;5
698;2022-11;123973.8;79692.38;55.57;55,57;1
698;2022-10;79692.38;68512.05;16.32;16,32;2
698;2023-05;84644.2;75081.83;12.74;12,74;3
698;2023-03;91469.62;84085.92;8.78;8,78;4
698;2022-08;92392.01;93885.76;-1.59;-1,59;5
699;2022-11;39362.25;22965.5;71.4;71,40;1
699;2023-06;26305.87;19431.09;35.38;35,38;2
699;2023-02;24870.42;19293.76;28.9;28,90;3
699;2022-09;21962.07;18502.2;18.7;18,70;4
699;2022-08;18502.2;17590.94;5.18;5,18;5
700;2023-03;54050.75;35888.73;50.61;50,61;1
